dateTime,ozone,temperature,pressure,voltage,sensorTime
2020-12-04 11:33:43.986579,5.4,28.7,962.6,1578,"04/12/20,04:38:13"
2020-12-04 11:33:53.988967,6.0,28.6,961.6,1574,"04/12/20,04:38:23"
2020-12-04 11:34:03.986142,3.5,28.6,962.6,1584,"04/12/20,04:38:33"
2020-12-04 11:34:13.989104,4.2,28.7,961.7,1575,"04/12/20,04:38:43"
2020-12-04 11:34:23.985518,5.1,28.7,962.8,1571,"04/12/20,04:38:53"
2020-12-04 11:34:33.988953,5.1,28.7,961.7,1581,"04/12/20,04:39:03"
2020-12-04 11:34:43.982442,6.9,28.7,962.6,1587,"04/12/20,04:39:13"
2020-12-04 11:34:53.982508,3.3,28.7,961.5,1558,"04/12/20,04:39:23"
2020-12-04 11:35:03.983520,2.2,28.7,962.7,1574,"04/12/20,04:39:33"
2020-12-04 11:35:13.981741,5.2,28.7,961.7,1569,"04/12/20,04:39:43"
2020-12-04 11:35:23.982516,3.2,28.7,962.5,1572,"04/12/20,04:39:53"
2020-12-04 11:35:33.981897,6.0,28.7,961.5,1566,"04/12/20,04:40:03"
2020-12-04 11:35:43.988978,7.2,28.7,962.6,1591,"04/12/20,04:40:13"
2020-12-04 11:35:53.979402,4.9,28.5,961.5,1579,"04/12/20,04:40:23"
2020-12-04 11:36:03.979090,1.8,28.5,962.6,1588,"04/12/20,04:40:33"
2020-12-04 11:36:13.989245,-1.2,28.4,961.5,1568,"04/12/20,04:40:43"
2020-12-04 11:36:23.999279,0.6,28.4,962.7,1578,"04/12/20,04:40:53"
2020-12-04 11:36:33.989155,-0.4,28.6,961.4,1590,"04/12/20,04:41:03"
2020-12-04 11:36:43.989062,0.3,28.6,962.5,1590,"04/12/20,04:41:13"
2020-12-04 11:36:53.989151,4.5,28.7,961.4,1601,"04/12/20,04:41:23"
2020-12-04 11:37:03.978921,5.6,28.7,962.6,1587,"04/12/20,04:41:33"
2020-12-04 11:37:13.979023,4.1,28.6,961.5,1578,"04/12/20,04:41:43"
2020-12-04 11:37:23.978968,6.0,28.6,962.7,1581,"04/12/20,04:41:53"
2020-12-04 11:37:33.973529,5.9,28.7,961.5,1605,"04/12/20,04:42:03"
2020-12-04 11:37:43.978963,4.4,28.7,962.4,1590,"04/12/20,04:42:13"
2020-12-04 11:37:53.972655,2.1,28.5,961.5,1600,"04/12/20,04:42:23"
2020-12-04 11:38:03.972709,0.9,28.5,962.5,1583,"04/12/20,04:42:33"
2020-12-04 11:38:13.979113,2.5,28.6,961.6,1573,"04/12/20,04:42:43"
2020-12-04 11:38:23.979005,1.9,28.6,962.6,1591,"04/12/20,04:42:53"
2020-12-04 11:38:33.978970,2.6,28.7,961.5,1589,"04/12/20,04:43:03"
2020-12-04 11:38:43.978934,-0.1,28.7,962.3,1580,"04/12/20,04:43:13"
2020-12-04 11:38:53.969662,1.1,28.7,961.5,1599,"04/12/20,04:43:23"
2020-12-04 11:39:03.969161,1.7,28.7,962.6,1581,"04/12/20,04:43:33"
2020-12-04 11:39:13.969109,0.4,28.7,961.4,1580,"04/12/20,04:43:43"
2020-12-04 11:39:23.969134,2.1,28.7,962.7,1584,"04/12/20,04:43:53"
2020-12-04 11:39:33.969107,0.8,28.7,961.5,1588,"04/12/20,04:44:03"
2020-12-04 11:39:43.968952,0.1,28.7,962.5,1579,"04/12/20,04:44:13"
2020-12-04 11:39:53.969093,-0.8,28.5,961.5,1601,"04/12/20,04:44:23"
2020-12-04 11:40:03.968941,-2.0,28.5,962.5,1590,"04/12/20,04:44:33"
2020-12-04 11:40:13.968923,-2.6,28.5,961.6,1560,"04/12/20,04:44:43"
2020-12-04 11:40:23.965954,-1.2,28.5,962.6,1584,"04/12/20,04:44:53"
2020-12-04 11:40:33.968976,1.4,28.6,961.5,1568,"04/12/20,04:45:03"
2020-12-04 11:40:43.963685,1.7,28.6,962.6,1579,"04/12/20,04:45:13"
2020-12-04 11:40:53.969079,1.5,28.7,961.6,1582,"04/12/20,04:45:23"
2020-12-04 11:41:03.969126,-2.7,28.7,962.6,1609,"04/12/20,04:45:33"
2020-12-04 11:41:13.968996,-3.3,28.7,961.7,1589,"04/12/20,04:45:43"
2020-12-04 11:41:23.961802,0.0,28.7,962.6,1562,"04/12/20,04:45:53"
2020-12-04 11:41:33.968987,-0.4,28.7,961.6,1576,"04/12/20,04:46:03"
2020-12-04 11:41:43.968974,0.2,28.7,962.5,1580,"04/12/20,04:46:13"
2020-12-04 11:41:53.960990,-1.3,28.7,961.3,1585,"04/12/20,04:46:23"
2020-12-04 11:42:03.959877,1.0,28.7,962.7,1600,"04/12/20,04:46:33"
2020-12-04 11:42:13.959119,4.4,28.5,961.4,1579,"04/12/20,04:46:43"
2020-12-04 11:42:23.959192,3.4,28.5,962.6,1575,"04/12/20,04:46:53"
2020-12-04 11:42:33.959089,0.6,28.6,961.7,1583,"04/12/20,04:47:03"
2020-12-04 11:42:43.959202,-1.0,28.6,962.4,1586,"04/12/20,04:47:13"
2020-12-04 11:42:53.958931,-1.9,28.7,961.4,1580,"04/12/20,04:47:23"
2020-12-04 11:43:03.959076,-0.4,28.7,962.4,1597,"04/12/20,04:47:33"
2020-12-04 11:43:13.959022,0.5,28.5,961.5,1575,"04/12/20,04:47:43"
2020-12-04 11:43:23.954699,3.6,28.5,962.7,1607,"04/12/20,04:47:53"
2020-12-04 11:43:33.954822,5.9,28.6,961.6,1581,"04/12/20,04:48:03"
2020-12-04 11:43:43.959069,2.6,28.6,962.5,1572,"04/12/20,04:48:13"
2020-12-04 11:43:53.959254,3.5,28.6,961.5,1583,"04/12/20,04:48:23"
2020-12-04 11:44:03.952867,4.9,28.6,962.4,1591,"04/12/20,04:48:33"
2020-12-04 11:44:13.959013,5.0,28.5,961.4,1588,"04/12/20,04:48:43"
2020-12-04 11:44:23.951792,7.0,28.5,962.7,1584,"04/12/20,04:48:53"
2020-12-04 11:44:33.952009,7.4,28.6,961.3,1569,"04/12/20,04:49:03"
2020-12-04 11:44:43.959131,4.2,28.6,962.6,1581,"04/12/20,04:49:13"
2020-12-04 11:44:53.962437,2.2,28.6,961.4,1583,"04/12/20,04:49:23"
2020-12-04 11:45:03.958907,-0.9,28.6,962.4,1581,"04/12/20,04:49:33"
2020-12-04 11:45:13.951275,-0.1,28.5,961.4,1579,"04/12/20,04:49:43"
2020-12-04 11:45:23.959114,5.0,28.5,962.6,1560,"04/12/20,04:49:53"
2020-12-04 11:45:33.949200,3.0,28.5,961.4,1572,"04/12/20,04:50:03"
2020-12-04 11:45:43.948997,3.0,28.5,962.4,1576,"04/12/20,04:50:13"
2020-12-04 11:45:53.958937,3.2,28.6,961.7,1585,"04/12/20,04:50:23"
2020-12-04 11:46:03.946966,0.0,28.6,962.5,1578,"04/12/20,04:50:33"
2020-12-04 11:46:13.958956,1.3,28.6,961.4,1611,"04/12/20,04:50:43"
2020-12-04 11:46:23.947236,-0.2,28.6,962.5,1587,"04/12/20,04:50:53"
2020-12-04 11:46:33.947721,-3.5,28.6,961.6,1574,"04/12/20,04:51:03"
2020-12-04 11:46:43.968924,-2.8,28.6,962.6,1582,"04/12/20,04:51:13"
2020-12-04 11:46:53.949047,-0.2,28.5,961.5,1590,"04/12/20,04:51:23"
2020-12-04 11:47:03.945628,-1.5,28.5,962.3,1587,"04/12/20,04:51:33"
2020-12-04 11:47:13.959328,-3.5,28.6,961.6,1577,"04/12/20,04:51:43"
2020-12-04 11:47:23.949138,-4.2,28.6,962.7,1592,"04/12/20,04:51:53"
2020-12-04 11:47:33.948980,0.2,28.6,961.5,1563,"04/12/20,04:52:03"
2020-12-04 11:47:43.941113,4.1,28.6,962.5,1576,"04/12/20,04:52:13"
2020-12-04 11:47:53.943726,3.4,28.5,961.6,1584,"04/12/20,04:52:23"
2020-12-04 11:48:03.940121,1.1,28.5,962.4,1580,"04/12/20,04:52:33"
2020-12-04 11:48:13.947940,-2.1,28.6,961.6,1592,"04/12/20,04:52:43"
2020-12-04 11:48:23.969106,-1.2,28.6,962.7,1584,"04/12/20,04:52:53"
2020-12-04 11:48:33.969019,-2.3,28.6,961.4,1565,"04/12/20,04:53:03"
2020-12-04 11:48:43.948941,-3.7,28.6,962.7,1587,"04/12/20,04:53:13"
2020-12-04 11:48:53.939769,-2.9,28.5,961.6,1588,"04/12/20,04:53:23"
2020-12-04 11:49:03.939125,-3.7,28.5,962.4,1584,"04/12/20,04:53:33"
2020-12-04 11:49:13.939104,-1.8,28.5,961.4,1597,"04/12/20,04:53:43"
2020-12-04 11:49:23.939092,-3.5,28.5,962.4,1563,"04/12/20,04:53:53"
2020-12-04 11:49:33.939122,-2.5,28.5,961.6,1552,"04/12/20,04:54:03"
2020-12-04 11:49:43.935461,0.4,28.5,962.4,1594,"04/12/20,04:54:13"
2020-12-04 11:49:53.949045,-2.3,28.5,961.4,1577,"04/12/20,04:54:23"
2020-12-04 11:50:03.935543,-6.2,28.5,962.4,1571,"04/12/20,04:54:33"
2020-12-04 11:50:13.939088,-4.5,28.6,961.4,1603,"04/12/20,04:54:43"
2020-12-04 11:50:23.948929,-0.8,28.6,962.4,1581,"04/12/20,04:54:53"
2020-12-04 11:50:33.933438,-0.4,28.6,961.6,1588,"04/12/20,04:55:03"
2020-12-04 11:50:43.939001,-0.6,28.6,962.6,1591,"04/12/20,04:55:13"
2020-12-04 11:50:53.931294,0.3,28.6,961.4,1579,"04/12/20,04:55:23"
2020-12-04 11:51:03.939033,0.7,28.6,962.5,1585,"04/12/20,04:55:33"
2020-12-04 11:51:13.939157,-0.6,28.4,961.1,1601,"04/12/20,04:55:43"
2020-12-04 11:51:23.930474,0.8,28.4,962.5,1596,"04/12/20,04:55:53"
2020-12-04 11:51:33.930564,-0.5,28.5,961.3,1574,"04/12/20,04:56:03"
2020-12-04 11:51:43.938932,-4.8,28.5,962.4,1560,"04/12/20,04:56:13"
2020-12-04 11:51:53.929554,-4.8,28.6,961.2,1588,"04/12/20,04:56:23"
2020-12-04 11:52:03.929758,-3.8,28.6,962.5,1585,"04/12/20,04:56:33"
2020-12-04 11:52:13.929112,-5.2,28.5,961.2,1588,"04/12/20,04:56:43"
2020-12-04 11:52:23.939045,-4.2,28.5,962.4,1599,"04/12/20,04:56:53"
2020-12-04 11:52:33.929141,-0.7,28.5,961.3,1578,"04/12/20,04:57:03"
2020-12-04 11:52:43.929051,0.2,28.5,962.6,1579,"04/12/20,04:57:13"
2020-12-04 11:52:53.929158,-0.1,28.5,961.3,1586,"04/12/20,04:57:23"
2020-12-04 11:53:03.929342,-2.0,28.5,962.4,1584,"04/12/20,04:57:33"
2020-12-04 11:53:13.938894,-5.2,28.6,961.4,1580,"04/12/20,04:57:43"
2020-12-04 11:53:23.929170,0.1,28.6,962.3,1591,"04/12/20,04:57:53"
2020-12-04 11:53:33.938906,1.7,28.6,961.6,1592,"04/12/20,04:58:03"
2020-12-04 11:53:43.929052,-2.3,28.6,962.4,1588,"04/12/20,04:58:13"
2020-12-04 11:53:53.923773,-0.6,28.5,961.4,1580,"04/12/20,04:58:23"
2020-12-04 11:54:03.928962,-1.5,28.5,962.4,1600,"04/12/20,04:58:33"
2020-12-04 11:54:13.928965,-4.0,28.5,961.3,1582,"04/12/20,04:58:43"
2020-12-04 11:54:23.929134,0.8,28.5,962.4,1596,"04/12/20,04:58:53"
2020-12-04 11:54:33.919345,3.4,28.6,961.3,1570,"04/12/20,04:59:03"
2020-12-04 11:54:43.919430,0.7,28.6,962.5,1590,"04/12/20,04:59:13"
2020-12-04 11:54:53.918975,0.4,28.6,961.5,1564,"04/12/20,04:59:23"
2020-12-04 11:55:03.929025,1.1,28.6,962.4,1576,"04/12/20,04:59:33"
2020-12-04 11:55:13.928919,3.1,28.6,961.4,1582,"04/12/20,04:59:43"
2020-12-04 11:55:23.929069,3.0,28.6,962.4,1598,"04/12/20,04:59:53"
2020-12-04 11:55:33.919435,-0.3,28.6,961.5,1558,"04/12/20,05:00:03"
2020-12-04 11:55:43.916762,1.1,28.6,962.6,1595,"04/12/20,05:00:13"
2020-12-04 11:55:53.915447,1.4,28.6,961.5,1585,"04/12/20,05:00:23"
2020-12-04 11:56:03.919192,-4.0,28.6,962.4,1576,"04/12/20,05:00:33"
2020-12-04 11:56:13.919110,-2.6,28.4,961.5,1589,"04/12/20,05:00:43"
2020-12-04 11:56:23.918997,3.6,28.4,962.5,1604,"04/12/20,05:00:53"
2020-12-04 11:56:33.919048,2.3,28.4,961.5,1592,"04/12/20,05:01:03"
2020-12-04 11:56:43.913653,0.2,28.4,962.4,1597,"04/12/20,05:01:13"
2020-12-04 11:56:53.919121,-0.6,28.6,961.5,1580,"04/12/20,05:01:23"
2020-12-04 11:57:03.918944,1.5,28.6,962.4,1598,"04/12/20,05:01:33"
2020-12-04 11:57:13.911547,2.7,28.5,961.5,1585,"04/12/20,05:01:43"
2020-12-04 11:57:23.910398,2.0,28.5,962.5,1607,"04/12/20,05:01:53"
2020-12-04 11:57:33.910518,1.7,28.6,961.4,1574,"04/12/20,05:02:03"
2020-12-04 11:57:43.929073,0.4,28.6,962.5,1598,"04/12/20,05:02:13"
2020-12-04 11:57:53.919206,1.7,28.4,961.6,1588,"04/12/20,05:02:23"
2020-12-04 11:58:03.929066,0.5,28.4,962.3,1589,"04/12/20,05:02:33"
2020-12-04 11:58:13.919109,-1.4,28.5,961.4,1580,"04/12/20,05:02:43"
2020-12-04 11:58:23.908986,-5.4,28.5,962.5,1591,"04/12/20,05:02:53"
2020-12-04 11:58:33.909273,-4.1,28.6,961.4,1615,"04/12/20,05:03:03"
2020-12-04 11:58:43.919394,2.3,28.6,962.6,1592,"04/12/20,05:03:13"
2020-12-04 11:58:53.918892,2.4,28.6,961.4,1591,"04/12/20,05:03:23"
2020-12-04 11:59:03.909082,0.5,28.6,962.5,1575,"04/12/20,05:03:33"
2020-12-04 11:59:13.909017,-0.6,28.4,961.4,1565,"04/12/20,05:03:43"
2020-12-04 11:59:23.909113,-1.2,28.4,962.3,1596,"04/12/20,05:03:53"
2020-12-04 11:59:33.904647,-1.3,28.6,961.3,1603,"04/12/20,05:04:03"
2020-12-04 11:59:43.909096,-2.3,28.6,962.4,1578,"04/12/20,05:04:13"
2020-12-04 11:59:53.918908,-2.6,28.6,961.4,1560,"04/12/20,05:04:23"
2020-12-04 12:00:03.909178,-0.4,28.6,962.6,1595,"04/12/20,05:04:33"
2020-12-04 12:00:13.901444,1.9,28.6,961.3,1593,"04/12/20,05:04:43"
2020-12-04 12:00:23.909106,0.5,28.6,962.3,1588,"04/12/20,05:04:53"
2020-12-04 12:00:33.908943,-1.0,28.6,961.5,1581,"04/12/20,05:05:03"
2020-12-04 12:00:43.908985,-0.0,28.6,962.4,1588,"04/12/20,05:05:13"
2020-12-04 12:00:53.909078,0.1,28.4,961.4,1564,"04/12/20,05:05:23"
2020-12-04 12:01:03.908946,0.0,28.4,962.4,1578,"04/12/20,05:05:33"
2020-12-04 12:01:13.899397,2.1,28.6,961.4,1588,"04/12/20,05:05:43"
2020-12-04 12:01:23.908959,5.2,28.6,962.6,1588,"04/12/20,05:05:53"
2020-12-04 12:01:33.909083,6.4,28.5,961.3,1592,"04/12/20,05:06:03"
2020-12-04 12:01:43.899053,0.5,28.5,962.4,1594,"04/12/20,05:06:13"
2020-12-04 12:01:53.909078,-6.7,28.6,961.4,1577,"04/12/20,05:06:23"
2020-12-04 12:02:03.909025,-2.5,28.6,962.5,1574,"04/12/20,05:06:33"
2020-12-04 12:02:13.908915,2.2,28.6,961.3,1576,"04/12/20,05:06:43"
2020-12-04 12:02:23.908947,0.8,28.6,962.4,1572,"04/12/20,05:06:53"
2020-12-04 12:02:33.899006,2.5,28.6,961.5,1604,"04/12/20,05:07:03"
2020-12-04 12:02:43.898995,3.5,28.6,962.6,1596,"04/12/20,05:07:13"
2020-12-04 12:02:53.908956,1.9,28.5,961.6,1585,"04/12/20,05:07:23"
2020-12-04 12:03:03.892443,2.8,28.5,962.5,1578,"04/12/20,05:07:33"
2020-12-04 12:03:13.892610,2.9,28.3,961.5,1579,"04/12/20,05:07:43"
2020-12-04 12:03:23.898956,-0.3,28.3,962.5,1590,"04/12/20,05:07:53"
2020-12-04 12:03:33.899273,-1.1,28.6,961.3,1565,"04/12/20,05:08:03"
2020-12-04 12:03:43.890507,2.4,28.6,962.4,1603,"04/12/20,05:08:13"
2020-12-04 12:03:53.890730,4.6,28.6,961.5,1579,"04/12/20,05:08:23"
2020-12-04 12:04:03.899041,1.4,28.6,962.4,1553,"04/12/20,05:08:33"
2020-12-04 12:04:13.890943,-0.6,28.6,961.5,1595,"04/12/20,05:08:43"
2020-12-04 12:04:23.898913,1.8,28.6,962.6,1603,"04/12/20,05:08:53"
2020-12-04 12:04:33.909009,2.1,28.6,961.3,1579,"04/12/20,05:09:03"
2020-12-04 12:04:43.887582,2.5,28.6,962.6,1584,"04/12/20,05:09:13"
2020-12-04 12:04:53.889120,2.3,28.5,961.4,1582,"04/12/20,05:09:23"
2020-12-04 12:05:03.889160,0.4,28.5,962.6,1576,"04/12/20,05:09:33"
2020-12-04 12:05:13.888995,1.7,28.3,961.5,1588,"04/12/20,05:09:43"
2020-12-04 12:05:23.885577,2.0,28.3,962.6,1582,"04/12/20,05:09:53"
2020-12-04 12:05:33.884649,2.2,28.4,961.3,1579,"04/12/20,05:10:03"
2020-12-04 12:05:43.888929,3.3,28.4,962.5,1603,"04/12/20,05:10:13"
2020-12-04 12:05:53.889018,1.3,28.5,961.4,1589,"04/12/20,05:10:23"
2020-12-04 12:06:03.888954,1.3,28.5,962.5,1567,"04/12/20,05:10:33"
2020-12-04 12:06:13.888978,0.1,28.6,961.4,1574,"04/12/20,05:10:43"
2020-12-04 12:06:23.888985,0.3,28.6,962.5,1575,"04/12/20,05:10:53"
2020-12-04 12:06:33.881539,1.7,28.6,961.5,1577,"04/12/20,05:11:03"
2020-12-04 12:06:43.888940,1.7,28.6,962.6,1605,"04/12/20,05:11:13"
2020-12-04 12:06:53.880561,1.6,28.6,961.5,1579,"04/12/20,05:11:23"
2020-12-04 12:07:03.880682,1.0,28.6,962.4,1584,"04/12/20,05:11:33"
2020-12-04 12:07:13.879616,4.2,28.3,963.2,1583,"04/12/20,05:11:43"
2020-12-04 12:07:23.878939,6.4,28.3,964.1,1589,"04/12/20,05:11:53"
2020-12-04 12:07:33.879030,0.0,28.6,963.0,1582,"04/12/20,05:12:03"
2020-12-04 12:07:43.879102,-5.2,28.6,963.7,1602,"04/12/20,05:12:13"
2020-12-04 12:07:53.879134,-0.9,28.4,963.0,1596,"04/12/20,05:12:23"
2020-12-04 12:08:03.878954,0.0,28.4,964.1,1591,"04/12/20,05:12:33"
2020-12-04 12:08:13.879036,2.2,28.5,963.0,1570,"04/12/20,05:12:43"
2020-12-04 12:08:23.879033,1.7,28.5,964.0,1573,"04/12/20,05:12:53"
2020-12-04 12:08:33.878968,-0.4,28.6,962.9,1579,"04/12/20,05:13:03"
2020-12-04 12:08:43.874557,1.3,28.6,964.0,1592,"04/12/20,05:13:13"
2020-12-04 12:08:53.878934,1.3,28.4,963.1,1604,"04/12/20,05:13:23"
2020-12-04 12:09:03.879053,-1.0,28.4,964.1,1585,"04/12/20,05:13:33"
2020-12-04 12:09:13.879087,-3.1,28.5,963.1,1570,"04/12/20,05:13:43"
2020-12-04 12:09:23.879066,-2.4,28.5,963.9,1578,"04/12/20,05:13:53"
2020-12-04 12:09:33.873997,-2.2,28.4,963.0,1588,"04/12/20,05:14:03"
2020-12-04 12:09:43.872815,-1.9,28.4,963.9,1578,"04/12/20,05:14:13"
2020-12-04 12:09:53.878992,-0.9,28.4,962.9,1603,"04/12/20,05:14:23"
2020-12-04 12:10:03.878962,-0.4,28.4,963.9,1586,"04/12/20,05:14:33"
2020-12-04 12:10:13.870747,-1.2,28.6,962.9,1576,"04/12/20,05:14:43"
2020-12-04 12:10:23.869689,1.6,28.6,963.9,1594,"04/12/20,05:14:53"
2020-12-04 12:10:33.889111,-0.3,28.6,963.2,1590,"04/12/20,05:15:03"
2020-12-04 12:10:43.889143,-4.2,28.6,963.9,1598,"04/12/20,05:15:13"
2020-12-04 12:10:53.889011,-2.2,28.5,963.2,1596,"04/12/20,05:15:23"
2020-12-04 12:11:03.878950,0.2,28.5,964.1,1578,"04/12/20,05:15:33"
2020-12-04 12:11:13.868996,2.7,28.3,963.0,1548,"04/12/20,05:15:43"
2020-12-04 12:11:23.869142,5.1,28.3,964.0,1578,"04/12/20,05:15:53"
2020-12-04 12:11:33.868916,0.1,28.6,963.2,1580,"04/12/20,05:16:03"
2020-12-04 12:11:43.867152,-2.7,28.6,964.0,1589,"04/12/20,05:16:13"
2020-12-04 12:11:53.868966,1.8,28.6,963.0,1595,"04/12/20,05:16:23"
2020-12-04 12:12:03.866804,1.1,28.6,964.1,1579,"04/12/20,05:16:33"
2020-12-04 12:12:13.869077,-0.9,28.6,963.2,1583,"04/12/20,05:16:43"
2020-12-04 12:12:23.869039,-0.6,28.6,964.2,1595,"04/12/20,05:16:53"
2020-12-04 12:12:33.879050,-1.7,28.5,963.2,1570,"04/12/20,05:17:03"
2020-12-04 12:12:43.868951,-3.8,28.5,964.2,1578,"04/12/20,05:17:13"
2020-12-04 12:12:53.869364,-2.3,28.4,963.2,1583,"04/12/20,05:17:23"
2020-12-04 12:13:03.869114,-2.6,28.4,964.1,1614,"04/12/20,05:17:33"
2020-12-04 12:13:13.868886,-1.0,28.4,963.5,1581,"04/12/20,05:17:43"
2020-12-04 12:13:23.868922,1.6,28.4,964.0,1570,"04/12/20,05:17:53"
2020-12-04 12:13:33.860960,-1.3,28.4,963.1,1566,"04/12/20,05:18:03"
2020-12-04 12:13:43.859875,-0.5,28.4,964.0,1588,"04/12/20,05:18:13"
2020-12-04 12:13:53.858774,0.7,28.4,963.1,1582,"04/12/20,05:18:23"
2020-12-04 12:14:03.859466,-0.2,28.4,964.1,1598,"04/12/20,05:18:33"
2020-12-04 12:14:13.859107,1.6,28.5,963.1,1578,"04/12/20,05:18:43"
2020-12-04 12:14:23.859022,1.4,28.5,964.1,1585,"04/12/20,05:18:53"
2020-12-04 12:14:33.859200,-2.6,28.6,963.2,1580,"04/12/20,05:19:03"
2020-12-04 12:14:43.869073,-2.2,28.6,964.0,1576,"04/12/20,05:19:13"
2020-12-04 12:14:53.859042,1.3,28.5,963.2,1593,"04/12/20,05:19:23"
2020-12-04 12:15:03.869117,2.0,28.5,964.1,1601,"04/12/20,05:19:33"
2020-12-04 12:15:13.853810,1.7,28.5,963.3,1602,"04/12/20,05:19:43"
2020-12-04 12:15:23.858883,1.9,28.5,964.1,1587,"04/12/20,05:19:53"
2020-12-04 12:15:33.868957,-0.1,28.5,963.1,1566,"04/12/20,05:20:03"
2020-12-04 12:15:43.858958,0.4,28.5,964.2,1582,"04/12/20,05:20:13"
2020-12-04 12:15:53.858967,1.9,28.5,963.1,1582,"04/12/20,05:20:23"
2020-12-04 12:16:03.859098,-0.6,28.5,964.1,1580,"04/12/20,05:20:33"
2020-12-04 12:16:13.858892,-2.8,28.3,962.9,1598,"04/12/20,05:20:43"
2020-12-04 12:16:23.859039,-2.4,28.3,964.0,1567,"04/12/20,05:20:53"
2020-12-04 12:16:33.858900,3.7,28.5,963.1,1576,"04/12/20,05:21:03"
2020-12-04 12:16:43.859030,5.6,28.5,964.3,1578,"04/12/20,05:21:13"
2020-12-04 12:16:53.849130,3.2,28.3,963.2,1590,"04/12/20,05:21:23"
2020-12-04 12:17:03.849344,4.1,28.3,964.4,1585,"04/12/20,05:21:33"
2020-12-04 12:17:13.858940,2.5,28.3,963.0,1605,"04/12/20,05:21:43"
2020-12-04 12:17:23.849091,-2.0,28.3,964.2,1590,"04/12/20,05:21:53"
2020-12-04 12:17:33.859069,-2.1,28.4,963.4,1577,"04/12/20,05:22:03"
2020-12-04 12:17:43.849055,3.3,28.4,964.3,1581,"04/12/20,05:22:13"
2020-12-04 12:17:53.849184,1.0,28.5,963.3,1571,"04/12/20,05:22:23"
2020-12-04 12:18:03.846313,-0.3,28.5,964.1,1592,"04/12/20,05:22:33"
2020-12-04 12:18:13.845368,3.1,28.5,963.2,1571,"04/12/20,05:22:43"
2020-12-04 12:18:23.849071,1.1,28.5,964.1,1600,"04/12/20,05:22:53"
2020-12-04 12:18:33.849083,-0.1,28.5,963.4,1563,"04/12/20,05:23:03"
2020-12-04 12:18:43.848951,0.8,28.5,964.1,1580,"04/12/20,05:23:13"
2020-12-04 12:18:53.858956,2.4,28.4,963.1,1563,"04/12/20,05:23:23"
2020-12-04 12:19:03.842090,0.9,28.4,964.4,1576,"04/12/20,05:23:33"
2020-12-04 12:19:13.858977,-2.8,28.4,963.3,1576,"04/12/20,05:23:43"
2020-12-04 12:19:23.842412,-0.2,28.4,964.1,1602,"04/12/20,05:23:53"
2020-12-04 12:19:33.841700,-0.6,28.5,963.4,1586,"04/12/20,05:24:03"
2020-12-04 12:19:43.859097,-0.4,28.5,964.3,1558,"04/12/20,05:24:13"
2020-12-04 12:19:53.839826,1.5,28.5,963.1,1579,"04/12/20,05:24:23"
2020-12-04 12:20:03.840729,-0.8,28.5,964.2,1581,"04/12/20,05:24:33"
2020-12-04 12:20:13.849039,-1.0,28.5,963.1,1569,"04/12/20,05:24:43"
2020-12-04 12:20:23.849061,-0.6,28.5,964.3,1594,"04/12/20,05:24:53"
2020-12-04 12:20:33.839021,0.1,28.5,963.5,1580,"04/12/20,05:25:03"
2020-12-04 12:20:43.839007,3.5,28.5,964.3,1558,"04/12/20,05:25:13"
2020-12-04 12:20:53.839055,2.6,28.5,963.3,1579,"04/12/20,05:25:23"
2020-12-04 12:21:03.839175,2.1,28.5,964.2,1589,"04/12/20,05:25:33"
2020-12-04 12:21:13.839188,4.1,28.4,963.3,1568,"04/12/20,05:25:43"
2020-12-04 12:21:23.836341,1.3,28.4,964.0,1596,"04/12/20,05:25:53"
2020-12-04 12:21:33.839039,0.1,28.4,963.2,1578,"04/12/20,05:26:03"
2020-12-04 12:21:43.838915,4.4,28.4,964.2,1582,"04/12/20,05:26:13"
2020-12-04 12:21:53.833993,2.9,28.4,963.2,1586,"04/12/20,05:26:23"
2020-12-04 12:22:03.839114,0.8,28.4,964.5,1582,"04/12/20,05:26:33"
2020-12-04 12:22:13.838739,-0.4,28.5,963.1,1577,"04/12/20,05:26:43"
2020-12-04 12:22:23.839181,-3.8,28.5,964.1,1609,"04/12/20,05:26:53"
2020-12-04 12:22:33.839094,-0.5,28.5,963.3,1577,"04/12/20,05:27:03"
2020-12-04 12:22:43.830622,0.9,28.5,964.1,1576,"04/12/20,05:27:13"
2020-12-04 12:22:53.830741,0.5,28.5,963.3,1574,"04/12/20,05:27:23"
2020-12-04 12:23:03.838956,-1.0,28.5,964.2,1568,"04/12/20,05:27:33"
2020-12-04 12:23:13.831042,-1.6,28.5,963.4,1569,"04/12/20,05:27:43"
2020-12-04 12:23:23.838935,-1.4,28.5,964.4,1610,"04/12/20,05:27:53"
2020-12-04 12:23:33.839063,-1.0,28.5,963.2,1572,"04/12/20,05:28:03"
2020-12-04 12:23:43.829131,-0.5,28.5,964.3,1582,"04/12/20,05:28:13"
2020-12-04 12:23:53.831686,-3.1,28.2,963.4,1579,"04/12/20,05:28:23"
2020-12-04 12:24:03.839271,-0.7,28.2,964.3,1566,"04/12/20,05:28:33"
2020-12-04 12:24:13.826087,2.8,28.4,963.2,1579,"04/12/20,05:28:43"
2020-12-04 12:24:23.833344,1.6,28.4,964.0,1593,"04/12/20,05:28:53"
2020-12-04 12:24:33.824877,1.5,28.2,963.3,1555,"04/12/20,05:29:03"
2020-12-04 12:24:43.826199,-0.1,28.2,964.4,1577,"04/12/20,05:29:13"
